Gene ID	source_id	sense - ring	sense - schizont	sense - troph	antisense - ring	antisense - schizont	antisense - troph	sense - Late Trophozoite	sense - Schizont	sense - Gametocyte II	sense - Gametocyte V	sense - asexual blood stages	sense - midgut oocysts	sense - salivary gland sporozoites	sense - 40-5 hours post-invasion	sense - 2-10 hours post-invasion	sense - 7-15 hours post-invasion	sense - 12-20 hours post-invasion	sense - 17-25 hours post-invasion	sense - 32-40 hours post-invasion	sense - 27-35 hours post-invasion	sense - 22-30 hours post-invasion	sense - T05	sense - T10	sense - T15	sense - T20	sense - T30	sense - T25	sense - T35	sense - T40
PF3D7_1103000	PF3D7_1103000.1	24.19	1.22	1.02	80.54	1.22	4.33	0.75	0	0	0.36	5.79	0.73	0	0	2.32	1.03	0.33	0.48	0.67	2.45	4.81	3.07	3.1	3.04	0	13.99	5.21	7.78	6.98
PF3D7_1103100	PF3D7_1103100.1	1282.95	399.72	1729.22	43.64	15.42	69.9	2289.19	334.91	1252.4	433.63	362.63	301.12	23.33	488.37	3029.36	4599.96	6482.59	7036.55	2540.91	4269.84	6316.65	319.65	1026.92	2227.83	2724.31	2432.21	3245.59	1916.57	875.14
PF3D7_1103200	PF3D7_1103200.1	0	0	0	0	0	0	11.34	0	26.68	9.45	0	0	0	4.88	0	0	0	0	0	0	0	0	3.91	0	0	0	0	0	6.6
PF3D7_1103300	PF3D7_1103300.1	0	7.78	0	0	0	0	79.47	0	87.43	62.69	0	0	0	0	0	0	0	2.67	3.11	0.85	1.34	0	0	0	0	0	0	0	4.87
PF3D7_1103400	PF3D7_1103400.1	16.83	46.95	158.51	2.5	5.42	15.2	2.23	17.68	1.37	1.89	4.27	8.83	5.74	7.41	3.5	2.85	10.02	39.2	76.05	98.19	66.49	19.51	7.62	5.1	31.52	157.82	100.54	182.77	98.45
PF3D7_1103500	PF3D7_1103500.1	1.33	0.64	0.48	1.03	0.44	0.39	0.59	0.37	20.13	515.91	317.61	0.08	1.2	2.1	4.1	1.3	2.39	1.81	1.09	1.01	1.74	7.91	12.7	10.52	10.43	4.16	6.09	4.17	8.25
PF3D7_1103600	PF3D7_1103600.1	60.1	16.28	72.94	7.19	1.45	8.33	19.22	7.6	7.8	1.25	10.39	6.37	0.31	4.07	20.17	37.07	27.47	38.57	20.78	32.56	33.73	9.23	27.2	53.4	62.46	62.2	52.23	42.77	22.77
PF3D7_1103700	PF3D7_1103700.1	230.13	129.92	378.09	28.61	16.7	42.43	115.36	33.84	49.28	4.19	27.32	32.08	10.1	32.37	79.32	111.62	89.21	128.79	125.47	159.17	147.13	89.13	170.74	175.99	199.51	281.29	232.37	291.04	172.87
PF3D7_1103800	PF3D7_1103800.1	7.97	30.19	53.87	1.64	4.31	7.63	1.98	28.99	3.48	5.32	14.59	13.83	4.05	86.75	23.61	13.01	14.86	96.94	131.2	156.27	141.77	167.84	71.93	21.74	57.94	293	296.74	314.91	289.21
PF3D7_1103900	PF3D7_1103900.1	26.13	11.39	18.1	106.98	37.88	124.01	2.28	5.02	6.66	2.38	9.52	0.66	0.53	6.78	1.41	1.57	2.2	1.74	1.22	1.49	2.04	15.53	3.13	0	0.51	0	2.26	0.47	6.35
PF3D7_1104000	PF3D7_1104000.1	197.24	74.63	260.53	25.74	21.92	25.99	63.18	31.44	4.22	2.16	16.76	23.37	1.63	8.47	51.36	111.98	93.27	129.91	66.14	93.95	95.02	20.07	82.76	170.76	227.56	196.46	203.56	193.9	108.88
PF3D7_1104100	PF3D7_1104100.1	215.59	116.99	137.92	43.55	11.83	22	52.17	14.96	27.6	2.6	14.62	4.89	1.87	93.4	94.25	118.75	61.07	78.39	64.28	56.77	64.39	202.22	250.01	208.21	188.68	143.28	148.19	157.41	142.73
PF3D7_1104200	PF3D7_1104200.1	395.4	180.56	238.92	45.38	17.4	27.88	9.9	91.37	7.13	13.47	57.42	33.72	128.35	23.96	56.17	83.97	76.52	55.44	65.38	42.08	39.92	67.72	119.95	163.04	159.16	75.62	94.22	115.16	141.74
PF3D7_1104300	PF3D7_1104300.1	14.28	75.08	162.06	2.45	11.41	25.46	7.23	27.78	4.86	52.82	19.1	3.91	1.63	15.7	6.02	5.39	7.26	51.42	181.61	217.83	121.98	51.99	17.88	9.5	25.68	308.93	147.17	508.52	304.37
PF3D7_1104400	PF3D7_1104400.1	474.88	491.16	850.38	55.98	55.9	96.32	486.65	254.85	51.6	19.67	82.71	84.27	3.25	34.85	145.9	243.55	324.55	197.33	384.39	322.76	203.49	71.07	175.74	343.77	391.41	321	231.83	548.65	439.51
PF3D7_1104500	PF3D7_1104500.1	0.55	0.17	0.29	0.66	0.57	0.94	1.07	1.35	2.68	9.88	37.98	0.07	1.54	0.31	0.27	0.29	0.24	0.48	0.48	0.39	0.27	1.75	1.47	1.73	1.45	0.67	1.38	1.11	3.36
PF3D7_1104600	PF3D7_1104600.1	0.55	3.95	5	0.55	0.97	2.46	0.86	1.18	2.91	21.06	23.16	1.07	5.03	1.97	2.32	2.36	1.79	2.32	5.38	5.43	4.26	2.78	4.13	4.19	2.42	4.22	6.16	5.78	7.73
PF3D7_1104700	PF3D7_1104700.1	73.09	76.31	292.61	9.65	9.28	34.61	217.02	23.76	47.71	24.05	34.58	19.5	11.76	53.96	167.26	270.16	346.83	406.21	203.99	382	394.88	25.88	34.24	229.01	481.16	583.4	613.83	461.45	209.6
PF3D7_1104700	PF3D7_1104700.2	73.09	76.31	292.61	9.65	9.28	34.61	217.02	23.76	47.71	24.05	34.58	19.5	11.76	53.96	167.26	270.16	346.83	406.21	203.99	382	394.88	25.88	34.24	229.01	481.16	583.4	613.83	461.45	209.6
PF3D7_1104800	PF3D7_1104800.1	49.48	55.46	259.51	8.69	7.72	40.91	66.05	16.29	6.16	4.31	11.39	9.91	6.21	5.49	5.24	28.08	74.82	133.87	73.55	112.91	117.41	7.7	8.36	54.07	170.63	191.77	189.25	177.81	58.56
PF3D7_1104900	PF3D7_1104900.1	28.88	140.69	5.77	11.61	19.28	4.03	1.57	42.74	2.62	2.62	5.34	3.63	44.09	656.93	89.76	24.63	5.46	4.18	18.5	4.78	6.44	849.4	353.89	40.47	7.63	11.39	9.45	10.39	180.93
PF3D7_1105000	PF3D7_1105000.1	360.4	397.74	177	55.34	65.63	24.44	4903.9	3320.58	1591.81	1058.07	447.19	326.85	62.22	775.25	588.06	529.07	438.87	291.63	810.92	454.04	308.2	753.04	593.68	412.73	394.83	312.21	229.14	508.67	1048.95
PF3D7_1105100	PF3D7_1105100.1	266.22	1141.43	615.26	27.06	122.61	59.49	24306.19	16785.11	8215.11	3722.15	1619.22	824.8	255.8	1775.1	364.89	180.55	252.11	229.6	2161.04	1177.69	575.47	3068.31	1203.03	390.76	458.12	2039.3	627.65	2583.24	6407.73
PF3D7_1105200	PF3D7_1105200.1	5.71	4.62	12.9	2.63	2.77	2.95	10.86	3.51	27.83	6.94	5.81	1.59	9.21	3.67	1.01	0.61	0.39	0.38	3.93	4.5	3.33	5.08	2.25	0.2	0.34	8.32	1.33	7.56	9.52
PF3D7_1105300	PF3D7_1105300.1	65.97	251.11	97.37	7.19	30.81	13.7	22.61	28.21	2.69	1.41	7.41	4.6	2.19	75.03	11.77	4.62	2.27	14.59	94.61	50.48	25.13	164.83	51.73	8.78	11.81	70.08	40.76	114.81	186.1
PF3D7_1105400	PF3D7_1105400.1	1247.53	519.46	2044.25	172.18	69.13	245.92	864.13	190.75	187.72	30.62	115.96	151.56	20.38	176.32	737.64	965.34	1257.24	1455.32	683.85	1177.06	1519.09	164.05	445.43	773.29	960.18	1001.84	1141.85	898.22	383.2
PF3D7_1105500	PF3D7_1105500.1	32.92	103.26	177.89	368.78	175.62	87.84	224.07	53.03	54.71	23.53	16.33	11.48	19.04	6.69	1.45	1.7	2.42	3.51	111.97	68.71	14.87	15.01	6.43	6.67	6.37	81.71	14.04	185.04	170.24
PF3D7_1105600	PF3D7_1105600.1	788.1	429.21	189.12	96.41	52	32.96	18.05	11.03	2.85	2.18	80.87	19.73	29.27	351.71	194.81	140.32	105.94	137.57	30.51	62.84	110.71	543.08	427.78	202.93	219.55	153.84	182.68	86.88	45.75
PF3D7_1105700	PF3D7_1105700.1	258.32	70.31	183.09	62.76	30.88	30.81	8.82	21.54	9.81	12.55	23.23	21.29	5.98	69.29	178.37	160	148.18	139.86	75.29	141.48	166.42	94.78	182.77	208.05	165.31	196.42	185.85	160.98	75.78
PF3D7_1105800	PF3D7_1105800.1	297.72	614.02	790.13	46.51	75.03	86.55	291.86	228.67	81.38	20.47	13.52	63.88	28.07	124.32	74.29	95.13	127.07	241.98	210.91	226.77	261.02	244.96	148.3	175.73	321.11	452.71	452.05	367.29	291.5
PF3D7_1105900	PF3D7_1105900.1	19.06	4.71	9.99	85.29	29.88	103.31	0	3.27	9.22	4.44	1.77	0.17	1.82	0	0	0	0.23	0	0.15	0.21	0	0	0	0.7	0.59	0	0	0.54	6.04
PF3D7_1106000	PF3D7_1106000.1	199.57	48.93	269.54	16.66	6.55	24.38	66.63	14.48	11.51	6.25	27.51	43.79	14.03	24	80.44	127.01	110.08	177.04	86.22	166.21	177.55	59.03	154.26	226.43	284.53	337.02	338.73	247.59	94.06
PF3D7_1106100	PF3D7_1106100.1	19.04	80.64	124.28	1.82	4.63	8.17	110.3	46.34	79.42	23.06	13.53	7.94	26.08	11.35	7.59	8.19	9.96	18.52	72.39	42.45	28.14	23.94	12.21	12.72	27.95	58.22	34.22	116.72	114.08
PF3D7_1106200	PF3D7_1106200.1	4.99	32.02	75.89	2.74	8.78	23.2	15.3	10.85	0.98	0.85	1.6	7.85	2.16	3.75	1.9	1.05	3.22	21.97	53.71	53.53	32.03	7.43	1.99	2.18	11.93	62.46	41.41	92.04	59.56
PF3D7_1106300	PF3D7_1106300.1	20.96	103.4	233.99	5.19	21.22	48.77	27.81	40.41	11.22	8.1	10.86	14.35	9.85	30.91	9.36	6.67	18.01	89.41	113.41	141.35	117.03	77.46	22.35	7.06	76.18	289.38	243.58	378.85	248.74
PF3D7_1106400	PF3D7_1106400.1	3.17	21.9	40.89	7.71	8.54	25.5	8.84	4.12	9.66	0.86	2.74	1.48	0.23	8.87	1.49	1.11	0.62	5.39	27.89	34.08	16.1	30.74	4.98	2.44	2.27	78.52	20.73	72.53	56.36
PF3D7_1106500	PF3D7_1106500.1	18.95	12.25	57.06	2.24	1.29	5.81	2.34	6.7	2.14	1.95	6.87	7.35	1	3.59	8.21	20.99	44.78	67.16	38.09	56.68	61.83	8.1	15.85	63.13	116.62	123.78	136.61	119.86	59.7
PF3D7_1106600	PF3D7_1106600.1	3.26	6.46	45.94	3.4	2.52	9.44	0.9	2.36	1.21	0.65	2.04	5.78	1.24	1.23	0.96	1.8	3.89	22.05	12.45	31.58	32.66	2.57	1.89	5.95	20.07	79.85	58.25	51.66	18.34
PF3D7_1106700	PF3D7_1106700.1	51.36	45.27	92.77	6.45	4.74	9.47	3.02	15.77	4.36	5.53	14.21	16.11	3.39	11.66	19.63	39.52	42.82	54.8	43.37	51.2	48.54	37.32	44.89	88.29	115.92	116.14	128.48	125.39	92.64
PF3D7_1106800	PF3D7_1106800.1	13.23	15.73	40.61	1.5	1.36	5.47	1.36	10.08	3.83	3.53	7.94	2.65	3.31	8.36	9.42	18.81	18.06	42.91	39.09	53.68	51.64	12.57	8.54	21.47	36.31	77.95	59.06	60.57	44.97
PF3D7_1106900	PF3D7_1106900.1	19.08	24.7	32.31	2.1	0	1.79	5.27	5.74	16.09	27.57	53.22	4.62	3.8	12.31	15.81	21.5	21.58	53.24	39.25	59.6	60.99	30.43	27.35	69.97	99.01	191.85	152.71	151.65	122.57
PF3D7_1107000	PF3D7_1107000.1	54.12	47.34	126.71	4.82	3.06	6.74	190.25	31.77	68.7	23.29	4.68	4.34	0.18	14.03	35.28	60.67	77.66	117.04	108.26	133.59	132.83	22.07	35.62	72.27	105.19	141.47	127.48	190.41	113.19
PF3D7_1107100	PF3D7_1107100.1	29.66	190.77	73.16	6.71	38.05	13.84	7.27	92.26	12.62	13.92	7.54	2.21	17.82	43.58	9.15	5.22	2.18	2.25	123.08	41.24	9.66	94.71	24.17	6.47	1.87	31.31	4.39	110.33	239.93
PF3D7_1107200	PF3D7_1107200.1	59.79	47.14	156.83	18.68	8.45	26.3	8.14	15.25	4.5	4.96	7.7	12.62	7.33	9.37	23.87	42.21	46.09	81.15	74.85	96.19	96.75	23.23	42.98	81.28	114.27	207	162.13	180.99	111.33
PF3D7_1107300	PF3D7_1107300.1	227.45	118.82	164.26	28.61	13.23	19.16	5.6	123.3	5.78	11.08	46.09	18.96	70.65	278.63	390.16	449.13	384.1	388.24	235.6	283.4	326.66	753.07	1010.37	1036.77	899.29	578.07	785.74	607.09	552.46
PF3D7_1107400	PF3D7_1107400.1	26.11	80.55	253.65	47.31	15.71	50.34	96.89	46.62	67.55	240.19	144.97	48.03	3.21	9.06	5.96	4.12	3.15	10.9	96.09	127.02	65.42	14.73	12.36	13.12	9.31	72.62	18.01	98.25	55.19
PF3D7_1107500	PF3D7_1107500.1	52.07	25.1	127.09	7.83	3.95	20.52	54.58	9.74	33.77	3.75	13.2	6.68	0.54	7.18	34.29	48.69	57.32	114.12	51.87	84.4	107.47	17.1	59.85	101.8	192.26	205.23	220.99	168.49	80.6
PF3D7_1107600	PF3D7_1107600.1	1.69	0.23	0.28	0.79	0	0.08	0.3	0.85	0.38	0.09	22.89	0.31	0.99	1.52	2.28	2.41	2.12	2.11	1.18	1.97	1.97	3.45	4.98	4.71	3	4.87	3.76	1.31	4.06
PF3D7_1107700	PF3D7_1107700.1	257.33	52.89	168.79	14.07	5.84	9.18	5.31	13.81	9.84	10.37	24.21	22.23	4.14	51.73	97.21	117.28	105.07	134.07	31.69	76.05	109.49	101.7	151.46	168.42	176.64	149.52	185.88	91.24	35.94
PF3D7_1107800	PF3D7_1107800.1	177.2	639.25	82.36	38.63	116	16.46	2.61	164.9	5.29	18.21	109.22	16.4	318.18	262.04	44.77	91.45	274.91	339	76.88	73.31	150.9	513.31	164.82	253.09	802.93	224.43	433.3	110.29	317.43
PF3D7_1107900	PF3D7_1107900.1	11.99	6.63	3.34	3.77	1.37	0.66	0.23	4.14	1.59	21.25	109.2	5.17	18.16	7.46	4.22	3.49	4.04	3.69	7.61	3.22	2.37	19.23	11.06	7.34	6.89	6.78	4.91	6.47	21.97
PF3D7_1108000	PF3D7_1108000.1	267.46	120.61	149.77	18.83	9.36	11.72	17.63	42.91	16.94	31.13	120.04	46.04	74.46	181.08	241.86	315.95	277.64	223.95	110	144.98	181.49	321.6	441.47	509.95	446.74	280.93	328.16	287	195.49
PF3D7_1108100	PF3D7_1108100.1	46.96	207.79	1.14	5.51	22.3	0.27	0.31	235.52	3.19	24.18	38.96	0.43	9.09	190.06	38.32	14.29	6.94	2.87	12	1.43	1.37	121.23	41.31	8.24	3.61	0.95	1.39	1.09	39.31
PF3D7_1108200	PF3D7_1108200.1	43.79	81.53	53.43	6	8.08	8.78	22.41	18.01	8.44	4.86	39.22	11.42	9.14	63.27	40.61	73.85	48.86	84.41	36.92	80.92	92	132.81	132.93	154.06	188.7	204.57	218.96	158.23	98.1
PF3D7_1108300	PF3D7_1108300.1	16.93	14.51	34.35	2.4	1.77	2.37	16.75	6.99	5.69	0.55	3.69	6.37	4.42	12.47	9.4	13.32	9.71	16.71	22	33.4	28.62	23.26	22.29	32.45	34.18	71.21	49.42	60.57	44.98
PF3D7_1108400	PF3D7_1108400.1	530.79	272.17	878.02	88.06	36.36	135.61	310.18	114.03	24.16	4.78	28.48	66.13	10.83	160.4	366.42	457.45	313.61	455.02	384.41	545.47	528.35	257.2	590.88	597.71	598.87	889.46	791.21	899.43	493.56
PF3D7_1108500	PF3D7_1108500.1	35.63	246.42	275.95	27.36	110.82	147.75	188.37	207.02	107.88	113.75	27.03	97.54	3.22	59.45	19.04	9.2	10.77	13.16	361	270.67	74.62	42.91	13.66	6.23	6.56	81.41	16.56	180.55	194.95
PF3D7_1108600	PF3D7_1108600.1	426.91	1809.12	2143.27	36.34	145.46	178.44	1575.41	783.89	116.31	80.34	262.17	219.43	1.72	118	106.2	204.59	348.23	322.62	1703.84	997.23	481.83	270.7	147.99	320.27	446.48	934.32	477.05	1865.48	2177.25
PF3D7_1108700	PF3D7_1108700.1	262.84	276.51	366.1	64.19	62.65	82.75	149.27	104.82	47.8	29.59	18.56	5.22	16.97	53.25	122.15	154.9	149.32	150.08	333.03	187.76	133.05	61.32	102.42	129.2	144.71	128.75	110.88	223.63	255.9
PF3D7_1108800	PF3D7_1108800.1	15.53	0	6.38	1.14	2.37	1.95	0.88	0.7	3.24	1.26	5.86	2.51	2.42	1.27	4.93	4.88	5.65	3.1	5.78	5.06	3.12	6.64	8.53	6.57	8.51	9.17	6.14	13.3	7.21
PF3D7_1108900	PF3D7_1108900.1	23.51	6.43	38.94	2.73	0.33	3.34	6.04	2.54	5.68	0.81	8.31	12.54	3.38	2.19	9.04	34.12	45.24	74.93	10.74	34.91	53.45	3.57	16.5	61.51	101.35	90.32	110.31	43.62	18.5
PF3D7_1109000	PF3D7_1109000.1	27.12	3.18	33.73	17.01	0	0	29.3	0	53.08	13.01	2.26	17.45	10.67	0	3.63	9.42	6.88	7.48	5.22	11.97	12.51	0	2.69	7.91	4.42	12.14	7.75	10.13	13.64
PF3D7_1109100	PF3D7_1109100.1	3.95	0.32	1.59	0.51	0.27	0.27	0.14	0.22	0.33	27.06	127.83	0.94	1.47	2.4	3.9	3.27	2.71	5.09	3.11	4.97	4.93	13.38	20.97	20.04	14.54	16.48	15.73	11.25	9.28
PF3D7_1109200	PF3D7_1109200.1	8.47	2.29	13.47	1.56	0.67	1.87	2.15	0.84	2.62	2.38	13.67	2.68	2.16	3.79	6.2	5.54	4.96	13.12	4.46	12.86	12.71	8.54	17.98	26.77	23.67	45.57	35.47	32.63	11.86
PF3D7_1109300	PF3D7_1109300.1	0	6.44	9.28	15.75	0	0	6.09	0	0	8.69	0	0	0	6.98	9.43	8.39	14.74	9.71	6.33	7.46	13.65	33.26	79.68	82.15	124.01	69.41	93.62	59.98	21.26
PF3D7_1109400	PF3D7_1109400.1	719.36	95.71	374.47	48.43	4.35	20.37	107.55	24.34	51.31	29.9	67.3	59.75	6.87	127.68	266.29	328.32	242.12	226.85	83.56	137.55	193	225.97	364.17	384.71	361.85	259.17	298.83	173.82	91.68
PF3D7_1109500	PF3D7_1109500.1	23.53	3.97	22.93	6.3	10.31	0	17.05	0	35.64	11.59	3.34	10.27	0	97.73	55.83	100.7	71.85	110.32	74.55	55.73	104.54	16.63	20.13	16.43	44.09	17.67	14.5	12.63	8.5
PF3D7_1109600	PF3D7_1109600.1	21.73	13.34	22.65	0	0	3.39	7.48	3.93	7.82	14.24	8.5	1.63	0	2.86	4.64	3.44	3.29	4.77	2.22	3.06	3.2	6.81	20.62	13.46	28.22	10.34	17.32	7.76	8.71
PF3D7_1109700	PF3D7_1109700.1	97.98	16.42	42.9	0	2.16	1.72	10.2	1.61	12.79	8.25	6.77	6.19	2.81	9.35	22.74	11.24	16.61	12.36	4.24	8.75	15.68	8.36	9.83	12.38	10.39	4.23	10.12	2.11	7.12
PF3D7_1109800	PF3D7_1109800.1	0	0	0	6.3	0	0	2.44	0	0	0	0	2.38	2.84	8.38	10.56	40.28	19.3	31.07	5.79	12.94	29.65	16.63	26.84	32.86	41.34	40.38	60.4	27.78	19.84
PF3D7_1109900	PF3D7_1109900.1	293.74	93.66	326.73	62.23	17.95	50.67	388.04	70.53	87.53	13.14	77.78	121.72	4.92	213.64	505.63	775.55	721.94	808.43	336.83	525.52	717.73	581.37	1170.17	1544.57	1934.36	1420.67	1950.71	986.03	576.45
PF3D7_1110000	PF3D7_1110000.1	51.36	25.11	76.38	18.64	6.32	19.18	46.51	8.94	29.05	11.88	12.28	15.19	4.98	11.22	10.19	13.09	9.49	13.57	82.76	103.13	52.32	32.53	38.29	47.06	31.77	204.24	69.48	200.55	103.95
PF3D7_1110100	PF3D7_1110100.1	43.84	230.57	61.2	5.38	21.27	7.68	21.88	71.74	5.12	9.62	9.97	5.74	2.93	73.65	16.98	24.5	28.9	34.53	91.34	40.8	27.14	174.91	61.33	53.63	74.12	64.32	62.14	102.29	312.38
PF3D7_1110200	PF3D7_1110200.1	305.58	112.63	221.98	53.07	15	35.09	5.27	71.56	3.87	5.84	30.58	23.35	21.58	129.76	222.46	217.08	168.53	173.02	99.11	124.04	150.9	168.28	226.64	207.82	187.63	154.51	185.83	148.33	112.39
PF3D7_1110300	PF3D7_1110300.1	104.25	23.09	92.69	27.7	5.07	17.55	43.91	9.29	16.28	16.71	14.88	5.35	4.14	59.36	104.6	114.47	109.32	176.24	51.03	81.72	157.65	115.82	171.14	192.79	232.45	158.82	273.68	120.7	71.56
PF3D7_1110400	PF3D7_1110400.1	662.85	147.44	423.96	124.5	22.52	65.28	8.83	114.36	8.62	19.78	40.03	23.57	27.86	311.1	658.45	795.06	751.97	808.22	308.71	421.98	644.07	729.65	1197.61	1412.32	1376.72	852.57	1324.75	852.11	547.77
PF3D7_1110500	PF3D7_1110500.1	23.15	88.6	175.64	2.53	11.56	19.75	5.24	36.73	5.72	9.71	14.29	12.11	5.98	22.98	9.01	6.98	23.11	87.57	188.91	166.51	118.87	34.29	11.08	9.88	36.31	125.97	88.27	177.37	164.92
PF3D7_1110600	PF3D7_1110600.1	38.17	242.14	203.59	4.97	36.34	27.57	109.17	94.14	88.77	24.29	6.7	15.31	51.91	79.66	16.44	5.72	2.94	13.89	148.88	113.4	60.86	74.9	25.31	4.59	2.31	90.69	29.7	117.42	171.05
PF3D7_1110700	PF3D7_1110700.1	49.02	317.43	81.97	28.38	63.57	23.45	75.17	119.78	26.19	12.49	11.36	2.32	292.46	87.66	15.45	3.5	1.33	0.83	141.2	28.51	4.36	106.62	28.41	4.08	1.47	13.88	1.61	75.81	235.24
PF3D7_1110800	PF3D7_1110800.1	17.33	18.2	18.59	10.48	68.42	15.36	3.4	8.57	30.56	12.7	24.2	1.66	4.52	14.52	12.64	13.7	8.68	9.11	19.24	22.43	11.22	38.76	28.33	32.56	24.62	49.14	19.89	46.35	47.47
PF3D7_1110900	PF3D7_1110900.1	138.94	60.4	119.71	11.22	6.26	9.41	15.72	22.26	5.59	7.4	17.28	11.52	27.83	51.62	101.42	128.14	86.99	94.36	78.31	72.7	69.37	137.69	222.53	256.88	234.53	168.86	182.04	186.32	144.19
PF3D7_1111000	PF3D7_1111000.1	72.31	10.55	48.51	7.22	3.26	8.42	6.93	1.6	5.21	2.05	10.1	6.79	8.26	12.55	30.05	43.96	36.01	45.44	12.81	25.48	33.78	23.88	64.14	77.87	98.86	67.95	76.78	37.85	20.55
PF3D7_1111100	PF3D7_1111100.1	24.84	106.13	384.87	4.89	14.31	52.7	118.08	41.4	60.78	23.45	2310.67	648.97	1571.93	27.07	17.16	19.21	12.43	55.16	180.63	243.62	162.26	18.18	7.7	4.79	5.52	218.85	89.91	264.47	127.47
PF3D7_1111200	PF3D7_1111200.1	32	7.85	59.07	1.94	0.82	5.15	6.45	4.74	2.25	3.27	7.1	9.28	4.83	5.22	24.12	43.76	36.66	48.24	17.26	46.98	57.09	16.78	53.39	78.61	106.38	129.75	117.46	87.24	35.4
PF3D7_1111300	PF3D7_1111300.1	22.9	23.11	44.97	1.65	2.18	4.22	2.09	2.87	1.24	0.56	6.88	2.83	6.86	6.78	10.15	21.02	18.28	22.71	44.42	27.94	21.58	19.89	22.07	37.59	48.31	62.36	47.95	66.84	78.81
PF3D7_1111400	PF3D7_1111400.1	20.43	34.11	96.29	1.04	8.51	16.6	37.94	8.58	27.84	3.94	18.35	12.01	22.89	9.02	10.25	22.11	32.25	70.28	131.43	149.4	104.19	25.9	23.9	40.56	95.2	221.22	135.5	241.45	148.39
PF3D7_1111500	PF3D7_1111500.1	52.79	113.56	319.45	6.9	7.29	31.4	149.47	30.01	99.99	11.75	21.92	14.82	21.35	8.52	9.73	13.7	26.27	62.09	130.94	129.07	87.7	17.15	13.55	33.61	64.9	166.8	112.54	204.46	115.7
PF3D7_1111600	PF3D7_1111600.1	3.32	10.13	7.8	1.2	1.64	2.36	1.39	3.94	3.78	14.9	16.43	9.6	183.03	1.43	0.63	0.96	0.29	0.41	5.67	3.52	1.13	4.3	1.53	1.12	0.63	2.4	0.18	6.92	11.53
PF3D7_1111700	PF3D7_1111700.1	32.72	10.37	34.06	4.46	1.54	5.52	2.15	0.85	0.14	0.38	3.99	2.23	0.73	5.12	31.63	55.82	33.54	44.44	30.6	48.03	41.61	14.77	64.22	85.92	80.34	104.48	84.68	82.05	46.19
PF3D7_1111800	PF3D7_1111800.1	9.32	23.82	32.77	0	0.9	2.03	33.04	14.07	22.08	11.94	21.1	6.41	5.2	4.55	2.9	4.4	3.37	5.88	33.92	13.04	7.45	16.26	8.59	10.71	13.32	29.68	17.58	58.52	93.55
PF3D7_1111900	PF3D7_1111900.1	2.61	26.02	40.21	1.31	0.73	4.37	12.43	8.3	10.45	3.47	24.61	25.6	48.99	16.5	5.78	5.77	3.51	10.34	26.46	31.36	19.91	27.13	8.38	2.01	1.07	50.55	20.24	57.03	40.41
PF3D7_1112000	PF3D7_1112000.1	104.73	138.26	99.1	14.25	17.69	12.33	62.99	24.09	67.72	12.64	8.45	9.74	72.3	107.68	53.15	61.51	45.24	81.33	107.09	73.97	70.01	186.06	174.87	134.69	162.82	140.76	138.46	152.96	144.63
PF3D7_1112100	PF3D7_1112100.1	13.72	87.24	28.59	1.19	6.99	2.43	1.54	68.66	2.32	2.1	66.99	16.83	51.28	188.97	28.43	10.06	6.18	22.89	151.39	76.15	43.91	398.51	123.64	22.08	18.43	141.56	74.9	260.87	584.58
PF3D7_1112200	PF3D7_1112200.1	8.31	29.29	36.81	1.69	1.26	6.37	25.98	9.16	21.07	3.69	7.91	2.2	2.35	6.33	2.16	1.87	4.01	11.13	19.64	19.01	15.27	22.23	6.41	3.92	16.67	36.16	33.84	49.45	49.62
PF3D7_1112300	PF3D7_1112300.1	2.15	10.58	36.86	0.7	2.37	5.25	2.88	3.86	1.66	1.13	14	2.64	3.2	3.26	1.52	0.74	0.92	13.82	27.1	40.36	33.8	8.55	2.58	1.36	6.6	78.54	43.13	71.43	38.53
PF3D7_1112400	PF3D7_1112400.1	4.43	55	126.03	0.62	3.58	8.37	32.57	9.71	11.22	7.54	8.64	16.11	1.37	7.47	2.84	1.09	2.17	38.74	69.57	111.06	80.75	8.89	2.67	0.95	9.76	104.53	68.62	110.25	60.02
PF3D7_1112500	PF3D7_1112500.1	76.98	10.58	71.53	3.52	2.29	4.24	10.8	2.77	4.59	0.96	10.6	5.46	1.33	4.32	25.74	37.46	27.8	41.17	15.63	30.27	40.13	15.6	57.07	80.46	98.87	87.03	100.74	64.57	30.39
PF3D7_1112600	PF3D7_1112600.1	5.89	42.12	67.46	1.38	4.44	5.61	7.12	8.85	3.13	2.74	14.71	4.76	2.28	10.73	2.37	1.34	1.15	4.35	33.34	39.51	15.93	27.41	7.22	1.72	3.9	78.86	21.69	106.4	72.34
PF3D7_1112700	PF3D7_1112700.1	3.89	6.58	12.35	0.15	0.89	1.15	3.08	1.77	1.3	0.93	4.75	1.03	0.6	6.44	1.28	1.3	1.67	2.11	6.33	8.8	6.89	14.86	5.7	3.83	4.35	20.65	5.87	16	18.58
PF3D7_1112800	PF3D7_1112800.1	8.23	7.09	17.77	0.4	1.08	0.99	1.08	0.98	1.46	0.59	1.06	1.27	0.18	3.46	1.82	3.95	7.63	8.88	8.6	10.81	10.01	5.7	1.28	11.48	13.13	21.97	14.12	15.72	12.42
